user_id,name,age,location,signup_date,signup_month,app_open_count,days_active_per_month,last_transaction_date,activity_level
122,Kelly Erickson,41,Garciaborough,2024-11-02,2024-11,131.0,8.0,2025-05-08,Low Activity
122,Kelly Erickson,41,Garciaborough,2024-11-02,2024-11,264.0,19.0,2025-06-04,Medium Activity
122,Kelly Erickson,41,Garciaborough,2024-11-02,2024-11,156.0,25.0,2025-05-12,High Activity
122,Kelly Erickson,41,Garciaborough,2024-11-02,2024-11,266.0,27.0,2025-05-28,High Activity
123,Matthew Torres,19,Montgomeryfort,2025-04-08,2025-04,,,,
124,Tyler Brooks,56,Davisberg,2024-03-20,2024-03,31.0,20.0,2025-06-22,Medium Activity
125,Joshua Freeman,19,Ricefort,2025-01-19,2025-01,266.0,25.0,2025-05-16,High Activity
126,John Ferguson,25,Port Lisaport,2024-01-18,2024-01,171.0,12.0,2025-06-22,Medium Activity
126,John Ferguson,25,Port Lisaport,2024-01-18,2024-01,205.0,13.0,2025-05-14,Medium Activity
126,John Ferguson,25,Port Lisaport,2024-01-18,2024-01,280.0,14.0,2025-05-24,Medium Activity
127,Michael Cummings,26,Lake Andrew,2024-01-02,2024-01,,,,
128,Andrea Hernandez,48,Crossstad,2024-04-07,2024-04,,,,
129,Amy Montgomery,56,Paulmouth,2025-03-28,2025-03,296.0,5.0,2025-05-30,Low Activity
129,Amy Montgomery,56,Paulmouth,2025-03-28,2025-03,19.0,26.0,2025-05-25,High Activity
129,Amy Montgomery,56,Paulmouth,2025-03-28,2025-03,52.0,28.0,2025-05-11,High Activity
130,Melissa Lee,34,Pearsonfort,2023-09-27,2023-09,33.0,5.0,2025-05-16,Low Activity
130,Melissa Lee,34,Pearsonfort,2023-09-27,2023-09,193.0,13.0,2025-06-04,Medium Activity
131,Dana Williams MD,31,West Christopherberg,2023-08-05,2023-08,76.0,29.0,2025-05-13,High Activity
132,Bonnie Weeks,30,Jameshaven,2023-10-25,2023-10,,,,
133,Darlene Wright,55,East Scottmouth,2025-02-10,2025-02,219.0,24.0,2025-06-03,High Activity
134,Donald Stephens,40,New Josephport,2025-01-18,2025-01,,,,
135,Carol Parker,47,Brendaport,2024-04-06,2024-04,217.0,13.0,2025-05-13,Medium Activity
136,Erin Greer,52,South Jacobshire,2024-02-05,2024-02,,,,
137,Casey Klein,37,South Carol,2025-03-27,2025-03,96.0,10.0,2025-06-05,Low Activity
138,Joy Anderson,35,Tinamouth,2024-12-18,2024-12,287.0,5.0,2025-06-12,Low Activity
138,Joy Anderson,35,Tinamouth,2024-12-18,2024-12,143.0,12.0,2025-06-16,Medium Activity
138,Joy Anderson,35,Tinamouth,2024-12-18,2024-12,163.0,11.0,2025-05-24,Medium Activity
138,Joy Anderson,35,Tinamouth,2024-12-18,2024-12,218.0,17.0,2025-06-02,Medium Activity
139,Aaron Murphy,35,West Teresastad,2023-11-08,2023-11,,,,
140,Joshua Young,32,Lake Brandyside,2025-01-06,2025-01,17.0,25.0,2025-06-23,High Activity
140,Joshua Young,32,Lake Brandyside,2025-01-06,2025-01,291.0,7.0,2025-06-12,Low Activity
141,Elizabeth Nelson,34,West Deniseside,2024-07-27,2024-07,,,,
142,Hannah Zimmerman,31,Port Noah,2023-10-11,2023-10,,,,
143,Madison Krueger,49,Wilkersonfort,2024-12-10,2024-12,82.0,22.0,2025-05-31,High Activity
143,Madison Krueger,49,Wilkersonfort,2024-12-10,2024-12,193.0,9.0,2025-06-02,Low Activity
144,Jonathan Thompson,43,Katherineshire,2024-12-31,2024-12,197.0,23.0,2025-06-07,High Activity
145,Sylvia Wilson,29,West Jake,2024-04-29,2024-04,,,,
146,Jermaine Saunders,29,Patelport,2024-02-14,2024-02,,,,
147,Alison White,50,Rhondaland,2025-05-20,2025-05,285.0,20.0,2025-07-04,Medium Activity
148,Melissa Estes,46,East Angelica,2023-08-25,2023-08,,,,
149,Lisa Cook,27,Frankside,2024-02-22,2024-02,276.0,24.0,2025-05-08,High Activity
150,Maria Leon,28,West Steven,2024-06-11,2024-06,,,,
151,Richard Sampson,59,Lake Rebeccamouth,2024-04-28,2024-04,272.0,24.0,2025-05-08,High Activity
151,Richard Sampson,59,Lake Rebeccamouth,2024-04-28,2024-04,225.0,6.0,2025-06-03,Low Activity
152,Shane Valencia,32,Port Julie,2025-05-31,2025-05,,,,
153,Robert Martinez,25,Charlesview,2024-12-06,2024-12,265.0,12.0,2025-05-07,Medium Activity
153,Robert Martinez,25,Charlesview,2024-12-06,2024-12,23.0,13.0,2025-06-04,Medium Activity
154,Amanda Briggs,59,Thompsonborough,2023-07-30,2023-07,53.0,14.0,2025-05-21,Medium Activity
155,David Padilla,54,Dianeberg,2024-05-23,2024-05,,,,
156,Steven Richards,37,Port Ashleyview,2024-06-21,2024-06,224.0,5.0,2025-06-15,Low Activity
157,Elizabeth Clark,19,Williamchester,2025-05-24,2025-05,95.0,27.0,2025-06-18,High Activity
157,Elizabeth Clark,19,Williamchester,2025-05-24,2025-05,146.0,18.0,2025-06-26,Medium Activity
158,Laura Lopez,51,Port Adam,2025-02-15,2025-02,168.0,5.0,2025-05-06,Low Activity
159,Craig Davis,42,Lake Annafort,2025-05-27,2025-05,,,,
160,Zachary Hall,35,Dakotamouth,2025-03-26,2025-03,40.0,7.0,2025-05-10,Low Activity
161,Megan Evans,47,Barnesmouth,2024-06-16,2024-06,262.0,19.0,2025-05-21,Medium Activity
162,Kimberly Nichols,20,Edwinview,2024-02-28,2024-02,100.0,9.0,2025-05-28,Low Activity
162,Kimberly Nichols,20,Edwinview,2024-02-28,2024-02,187.0,21.0,2025-06-11,High Activity
163,Angela Lopez,49,West Shane,2024-10-06,2024-10,,,,
164,Monica Caldwell,24,Jennifermouth,2023-09-11,2023-09,125.0,29.0,2025-05-09,High Activity
165,Carly Williams,20,East Curtisstad,2025-03-23,2025-03,,,,
166,David Hurst,37,Scottstad,2023-08-03,2023-08,,,,
167,Michael Foley,21,East Megan,2025-02-02,2025-02,127.0,14.0,2025-06-05,Medium Activity
167,Michael Foley,21,East Megan,2025-02-02,2025-02,159.0,8.0,2025-05-28,Low Activity
167,Michael Foley,21,East Megan,2025-02-02,2025-02,194.0,8.0,2025-05-23,Low Activity
168,Michael Pineda,32,Mirandaton,2024-07-21,2024-07,222.0,9.0,2025-06-02,Low Activity
169,Daniel Ellis,25,Johnsonborough,2025-02-25,2025-02,77.0,25.0,2025-05-26,High Activity
169,Daniel Ellis,25,Johnsonborough,2025-02-25,2025-02,229.0,7.0,2025-05-07,Low Activity
169,Daniel Ellis,25,Johnsonborough,2025-02-25,2025-02,146.0,26.0,2025-06-11,High Activity
170,Matthew Stevens,40,Sheriview,2025-02-15,2025-02,151.0,28.0,2025-06-22,High Activity
170,Matthew Stevens,40,Sheriview,2025-02-15,2025-02,141.0,9.0,2025-06-08,Low Activity
171,Thomas Hebert,41,South Michaelport,2025-06-15,2025-06,182.0,6.0,2025-06-16,Low Activity
172,Benjamin Vasquez,52,Huntburgh,2024-09-19,2024-09,117.0,27.0,2025-06-28,High Activity
173,Becky Lawson,18,North Christopherchester,2024-03-12,2024-03,,,,
174,Taylor Roberts,57,Port Kristinstad,2024-03-24,2024-03,,,,
175,Terry Guzman,45,North Clayton,2023-11-04,2023-11,151.0,15.0,2025-05-16,Medium Activity
176,Charles Jones,50,West Johnside,2024-03-05,2024-03,96.0,14.0,2025-06-15,Medium Activity
177,Ann Price,34,South Ryanfort,2025-02-01,2025-02,,,,
178,Justin Mayer,36,West Heatherside,2024-09-02,2024-09,,,,
179,Amy Johnson,18,Scotthaven,2024-02-22,2024-02,82.0,7.0,2025-05-27,Low Activity
180,Suzanne Vaughn,53,Lake Ericside,2023-08-31,2023-08,183.0,24.0,2025-05-23,High Activity
180,Suzanne Vaughn,53,Lake Ericside,2023-08-31,2023-08,245.0,16.0,2025-06-05,Medium Activity
180,Suzanne Vaughn,53,Lake Ericside,2023-08-31,2023-08,124.0,26.0,2025-06-20,High Activity
181,Joseph Garcia,54,North Paula,2024-12-20,2024-12,,,,
182,Jasmine Myers,18,Port Cassidyville,2024-07-10,2024-07,,,,
183,Angelica Washington,58,Jamesmouth,2025-03-09,2025-03,,,,
184,John Perez,37,Port Drewmouth,2024-07-04,2024-07,273.0,11.0,2025-06-22,Medium Activity
185,Michelle Green,37,West Andrea,2024-06-02,2024-06,199.0,12.0,2025-06-15,Medium Activity
185,Michelle Green,37,West Andrea,2024-06-02,2024-06,257.0,9.0,2025-05-20,Low Activity
185,Michelle Green,37,West Andrea,2024-06-02,2024-06,278.0,16.0,2025-06-03,Medium Activity
186,Mark Green,31,New Jenniferview,2024-09-21,2024-09,,,,
187,Kimberly Navarro,43,Lake Allisonfort,2023-07-31,2023-07,150.0,5.0,2025-06-01,Low Activity
188,David Mcintosh MD,34,Lake Gabrielfort,2025-03-14,2025-03,141.0,17.0,2025-05-28,Medium Activity
189,Paul Jacobs,41,Janetside,2023-09-29,2023-09,,,,
190,Julia Little,57,Lake Alan,2024-07-30,2024-07,130.0,23.0,2025-06-28,High Activity
190,Julia Little,57,Lake Alan,2024-07-30,2024-07,74.0,5.0,2025-07-02,Low Activity
191,Dave Edwards,41,Harrishaven,2024-10-07,2024-10,238.0,5.0,2025-06-07,Low Activity
192,Whitney Bailey,44,Lake Kyleport,2024-02-02,2024-02,,,,
193,Duane Dodson,41,Hernandeztown,2023-07-17,2023-07,,,,
194,Kimberly Mcpherson,57,Port Loristad,2023-10-22,2023-10,43.0,28.0,2025-05-18,High Activity
194,Kimberly Mcpherson,57,Port Loristad,2023-10-22,2023-10,179.0,28.0,2025-05-14,High Activity
194,Kimberly Mcpherson,57,Port Loristad,2023-10-22,2023-10,57.0,17.0,2025-05-28,Medium Activity
194,Kimberly Mcpherson,57,Port Loristad,2023-10-22,2023-10,102.0,22.0,2025-06-21,High Activity
195,Patrick Beck,30,Wrightville,2024-09-02,2024-09,,,,
196,Melissa Robbins,24,New Paul,2025-03-15,2025-03,118.0,11.0,2025-06-23,Medium Activity
196,Melissa Robbins,24,New Paul,2025-03-15,2025-03,130.0,26.0,2025-05-27,High Activity
197,Stephanie Cervantes,50,West Cindy,2023-11-29,2023-11,,,,
198,Tracie Anderson,41,Cindyview,2024-10-16,2024-10,28.0,21.0,2025-07-04,High Activity
199,Amber Hart,37,Davidbury,2025-03-23,2025-03,198.0,7.0,2025-06-25,Low Activity
199,Amber Hart,37,Davidbury,2025-03-23,2025-03,268.0,26.0,2025-06-05,High Activity
200,Thomas Deleon,51,Alexisfort,2025-05-13,2025-05,,,,
201,Michelle Cannon,27,New Stacy,2025-02-17,2025-02,119.0,21.0,2025-06-23,High Activity
201,Michelle Cannon,27,New Stacy,2025-02-17,2025-02,61.0,25.0,2025-07-03,High Activity
201,Michelle Cannon,27,New Stacy,2025-02-17,2025-02,79.0,28.0,2025-06-13,High Activity
202,Vincent Williams,35,New Williamfort,2024-01-31,2024-01,,,,
203,Steven Santos,26,Phillipston,2023-07-07,2023-07,193.0,6.0,2025-05-23,Low Activity
204,Kaitlin Hicks,32,Port Bryan,2024-06-19,2024-06,166.0,19.0,2025-06-02,Medium Activity
205,Tanya Herrera,53,Brownshire,2024-02-04,2024-02,279.0,10.0,2025-05-16,Low Activity
206,Paul Williams,39,Lake Jacob,2025-03-05,2025-03,249.0,24.0,2025-06-07,High Activity
207,Kelly Taylor,42,Wrightmouth,2025-05-01,2025-05,51.0,8.0,2025-07-01,Low Activity
207,Kelly Taylor,42,Wrightmouth,2025-05-01,2025-05,110.0,19.0,2025-05-30,Medium Activity
207,Kelly Taylor,42,Wrightmouth,2025-05-01,2025-05,202.0,5.0,2025-06-12,Low Activity
208,Steven Jones,37,Port Thomasport,2023-08-24,2023-08,141.0,18.0,2025-06-25,Medium Activity
209,Angela Adams,37,West Ryan,2024-12-06,2024-12,232.0,23.0,2025-05-22,High Activity
210,Rachel Moore MD,23,West Sheila,2025-04-26,2025-04,,,,
211,Timothy Gibson,25,Guzmanside,2023-11-29,2023-11,,,,
212,Greg Miller,20,Michaeltown,2025-01-14,2025-01,,,,
213,Brian Cole,47,Lake Timothyburgh,2024-07-21,2024-07,125.0,19.0,2025-06-26,Medium Activity
213,Brian Cole,47,Lake Timothyburgh,2024-07-21,2024-07,151.0,19.0,2025-05-29,Medium Activity
214,Roy Barrett,54,North Lauren,2025-04-03,2025-04,,,,
215,Jonathon Bullock,22,Emmaburgh,2023-10-03,2023-10,,,,
216,Danny Bailey,47,New Natashaland,2023-09-08,2023-09,111.0,11.0,2025-06-17,Medium Activity
217,Emily Mueller,57,Lake Christopherton,2024-12-18,2024-12,218.0,26.0,2025-06-26,High Activity
